content,score,Label
Masa mau verivikasi nomer gk bisa jelek Gmn sih kode nya udh bener,2,Negatif
"Aplikasi bejat anj, gua login pake akun lama gak bisa, buat akun baru juga nggak bisa. Anj emng",1,Negatif
Verivikasi IM not robot error' Gak bisa pake no yg pernah dipakai Kecewa sih rusak,1,Negatif
Update yang sangat luar biasa,5,Positif
Ini tolong kenapa ya kalau mau masukkan nomor hp ga bisa dipencet pas verifikasi kodenya,1,Negatif
Kenapa belum ada bahasa indonesis nya,2,Negatif
lebih suka ui discord yang lama,3,Netral
"Aplikasi gk jelas, saya udh msukin kode sms bner tpi mlah ngestuck gk jelas",1,Negatif
Aplikasinya bagus tapi untuk bahasa tolong tambahin bahasa Indonesia soalnya saya gak bisa bahara Inggris bisa sih dikit cuma gak lancar aja,4,Positif
Suka ngebug udh masukin verifikasi tetapi kodenya incalid padahal saya masukan kode yg baru,1,Negatif
Bagus ni apk tapi pas muncul verify gua pakek account yang ada di hp gua malah gak bisa ya itu account gua,1,Negatif
"Kak kok aku kan ga add email tapi malah di suruh verify email, terus pas udh change email passwordnya yang ku masukin bacaannya malah password doesnt match ini kenapa ya",1,Negatif
nih apk bagus buat vc an wk,5,Positif
"Top.gg tidak bisa login di bulan November 2023 , tetapi orang lain bisa akses dan login Top.gg , padahal internet saya lancar di semua website termasuk YouTube kualitas 1080p pun lancar",1,Negatif
saya sangat kecewa kenapa setiap saya mau log in padahal password sama akun nya udah bener tapi kenapa ga bisa masuk yah yang ke dua kenapa saat sand ke Gmail tapi kenapa ga sampe sampe yang pesan nya ke Gmail aku,2,Negatif
Lemot parah setelah di perbarui,1,Negatif
"Aplikasi sampah... Mentang mentang gak pake discord lagi dan udah tahunan gak main discord dibikin pusing pas mau balik lagi. Saya mau balik lagi ke discord karena ada beberapa hal yang harus dilakukan lewat discord, tapi mau login saja dipersulit. Saya masih ingat sama password nya tapi tetap tidak diperbolehkan masuk karena password atau email yang salah. Tolong pihak developer segera memperbaiki hal tersebut karena keperluan saya sangat penting. Terimakasih!",2,Negatif
"ui discord sekarang agak bikin lag di hp saya, jika memungkinkan, tolong tambahkan ui discord yang dulu..",2,Negatif
tolong dong developer masa verifikasi pake password susah amat. padahal bener semua malah tidak bisa😒😒. perbaiki lagi dah capek verifikasinya,1,Negatif
enak untuk berkomunikasi,5,Positif
"Terimakasih telah membuat aplikasi ini menjadi lebih baik, kualitas suaranya bagus dan masalah jaringan udah gaada lagi❤️. I love this app! :)",5,Positif
"Apk makin aneh, udh masukin gambar yg sesuai berkali-kali tetep gabisa, udh masukin kode yg bener tapi gabisa masuk.",1,Negatif
"Aneh aneh mau login aja ribet, disuruh cek email tapi ga masuk apa apa,giliran masuk udah expired, berulangkali kek gitu, sebenarnya niat ga sih? Aplikasi ppq",1,Negatif
Tampilan UI Tidak mendukung,3,Netral
"Gw lagi main ada notif disuruh ganti nama,cuma ganti nama doang dah gitu gak bisa di close jadi ngelag seenggaknya gak usah ganggu lah cuma nama doang malah ganggu orang main, ganti ganti ae sendiri ribet amat, cuma diubah # doang sampe ganggu ae ni discord, btw gw pas kyk gini mainya di laptop",1,Negatif
"susah bgt buat login doang pas disuruh cek email buat verify location malah loading mlu ,buka link untuk bergabung ke server dc pun ga bisa hadehhh",1,Negatif
"Discord sekarang kenapa banyak bug nya,tolong dong di perbaiki klo mau mencet tol yang ini yang itu harus keluar aplikasi bekali-kali tolong lebih di perhatikan lagi developer discord.",1,Negatif
tambahin fitur activity game status dong min di android,5,Positif
"Update niatnya biar bug berkurang, malah nambah banyak ni bug nya 😌",3,Netral
lmyn bgus.. tlong d tingkatkan agar jd lbih baik lagy...,4,Positif
Keren dah nih aplikasi ga ada lagi yang mau di sampaikan.,5,Positif
Aplikasi meeting online dan menonton yg recomend untuk pada ldr,5,Positif
2 bintang dulu karena knpa Saya mengalami tidak bisa Login di discord kenapa ya setiap Saya login muncul tulisan merah Begitu padahal sandi sama email nya Bener kenapa ya tolong di perbaiki discord nya saya mohon perbaiki Untuk login discord nya 😭 @Mantap kalo sudah diperbaiki 👌,2,Negatif
Semenjak update jadi banyak bugnya seperti bot hilang dan lainnya,2,Negatif
"Discord sekarang lemot banget, gua pengen masuk akun discord yang dulu aja verifikasi nya lama banget, tolonglah pihak developer untuk memperbaiki lemot ini , dan buat discord lebih kaya dulu lagi.",1,Negatif
Aplikasi yg bagus. Perlu perbaikan di bagian password untuk diberikan opsi jika lupa password atau ada solusi yg lain,4,Positif
Aplikasi ini berguna buat aku berkomunikasi dengan teman saat bermain game cmn kdng pas open mic suara ku kecil/gk ada tpi giliran menggunakan headset suara aku tolong solusinya,3,Netral
"Woy benerin kok gw login kok eror, benerin woy nanti gw kasih bintang 5",1,Negatif
"Kemarin saya ingin verivikasi akun tapi,ketika sms mengirim code saya masukan ke discord tapi invalid",1,Negatif
saya ingin Memasukan nomor ponsel saya tapi saat kode nya udah ada dan aku tulis pas aku verifikasi gak bisa aplikasi,1,Negatif
Saya pengguna baru discord belum paham semuanya. Yang saya tanyakan apakah discord bisa menggunakan bahasa indonesia atau tidak?,2,Negatif
"Dikit² verif human, dihubungkan ke no hp malah ga bisa code nya gimana sih",1,Negatif
Pertama kali mau daftar udah masukin email yang bener malah ada tulisan tidak valid,1,Negatif
LEMOT parah untuk yang android,3,Netral
Ini kenapa discord gak bisa ngirim kode untuk reset sandi Dan terkadang kalau ngirim kode dodenya selasu salah,1,Negatif
Tolong di perbaiki lah sering eror di hpus data mau register mlah gak bisa taikkk lahh,1,Negatif
Jadi gak berguna kek y discord asli di update sekang jdi gk jelas msk aja lama koneksi bagus pdhal,1,Negatif
"Bug terus, tab nya tidak muncul walau beberapa kali di klik",1,Negatif
"Gak bisa login😡, sinyal juga sudah lancar",2,Negatif
Aplikasi cacat kagak bisa pake speaker dan kawan saya tidak kedengaran,1,Negatif
Aplikasi rusak!!! Register juga tidak bisa gimana mau pakenya Rusak!!!,1,Negatif
"aku masuk di suruh kasih email, pas udah ku kasi malah gabisa di pencet :(",3,Netral
"Mantap langsung di respon sama developer nya, sekian terima kasih",5,Positif
"Buto mak kau password pun tak kena match bodo bale koe, lain kali fix lah bugnya discord",2,Negatif
"Fitur baru Mulu diurusin kenyamanan kagak, lemot banget nih aplikasi, perbaiki Napa sih, mending balikin kayak dulu fitur simple & smooth no lag",1,Negatif
Tambahin fitur bahasa Indonesia donggg,3,Netral
"Tolol, masa g bisa verifikasi nomor sama sekali dcyatim akun gw gimana pea, dulu aman2 aja skrg akun ge g bisa diverifikasi",1,Negatif
"Tidak bisa login, captcha juga mengalami bug yang membuat kesal, ada notif login tapi di aplikasi tidak loginnnnnnnnnn",1,Negatif
login susah bener,1,Negatif
"Pas join stream orang ga bisa mute suara sendiri, walau udah berkali kali restart aplikasi, terpaksa uninstall baru install lagi",1,Negatif
Kenapa dah setiap join server malah keluar2 sendiri padahal udah di verifikasi segala macem tapi tetep ngga bisa masuk,1,Negatif
Sering update tp bug voice chat sehari jadi sehari mati tetep aja,5,Positif
Nama ama password gw invalid mulu anj padahal udah bener gak jelas cok bangke,1,Negatif
"Aplikasi mic ingame yg sangat bagus untuk bermain game, memiliki fitur yg sangat keren sehingga sangat asik digunakan sambil bermain game",5,Positif
"Saya setiap kali mau login,gak masuk dan terus saya coba lagi.Hasilnya tetap sama,ini membuat saya marah.Jadi,bisakah discord memperbaikinya?!",1,Negatif
"Gak jelas banget,masuk pake akun gak bisa,daftar pake nomer telpon tetep gak bisa,apa emang sesampah ini?!",1,Negatif
"Kenapa siih,, Voice discord tidak berfungsi tidak nyala",1,Negatif
"semenjak update susunan tata letaknya kurang menarik karena lebih bagus yg kemarin letaknya di samping bukan di tengah, tolong di ubah seperti dulu lagi tata letaknya...",1,Negatif
Aplikasi tolol gw mau register aja susah banget udh gw buat akunnya malah gak bisa masuk karena udah ada yang pake padahal itu gw yang pake,1,Negatif
apk aneh saya sudah masukin email dan sandinya padahal itu bener sandinya tapi kok di sini mah salah aneh,1,Negatif
"Woi kenapa Channel yg dibawah gak muncul woiii jadi g bisa Join Voice aku woiiii, Benerin",3,Netral
Buat komunikasi dengan teman jadi lebih mudah,5,Positif
semenjak update fitur2 dan menu2 g bisa dibuka.. apa ini??,1,Negatif
"Jujur aja, tampilannya di hp jadi aneh, lebih lelet dari biasanya",3,Netral
"Discord selamanya memang selalu ada untuk saya dan fitur-fiturnya pun sangat bagus. Tpi sayang discord tidak menyediakan para bot bisa mendownload musik ke penyimpanan internal, jdi mohon disediakan untuk mendowload lagu le penyimpanan internal beserta cover lagunya",5,Positif
Apk sampah banyak bug nya,1,Negatif
"Saya ingin login discord padahal pasword dan eMail sudah tersimpan di keyboard jadi tinggal masukan saja, tapi selalu tertolak, bahkan setiap tes hcaptcha setelah selesai eMail dan pasword selalu ditolak, apa sih??? Gak jelas tau gak?? Mau log ini aja bikin males. ""Emang boleh se robot itu"" 🤢 jadi ini gimana akun saya, masa gak bisa login hadehhh, twlwl",1,Negatif
Sangat bagus dan lancar,5,Positif
Saya sangat menyukai apk ini karna bisa bermain dan mengobrol bersama teman jauh🐺,5,Positif
"update yg baru sangat jelek, nyesal saya update",1,Negatif
"GK bisa ngirim chat di discord, malah ada tulisan done reading mulu",1,Negatif
"Bisa chat dan load chat tapi Tidak bisa load foto dan video, tolong segera perbaiki bug ini (31/10/23)",3,Netral
semakin jelek susah login nya,1,Negatif
Kenapa saya loading twiter links not emnedding trus ya padahal koneksi sinyal bagus,1,Negatif
"share screen tapi layarnya buffring padahal wifi lancar, suara videonya juga lancar banget tapi layarnya buffring",1,Negatif
Bagus. Makin di-update semakin ngelag.,5,Positif
"Assalamualaikum mohon maaf saya mau nanya, saya ga tau ini bug atau ap saya udh veri discord pas udh veri di suruh login ulang pas login ulang gmail dan no saya tidak bisa di pake malah eror plz tolong di perbaiki🙏",4,Positif
Mau login aja susah padahal nomor hp code itu padahal sama tapi kok salah gak bis login >:(,1,Negatif
"Recommended daripada harus pake aplikasi ijo, kalo ds bisa nobar film rame² seru pokoknyaa",5,Positif
"Aplikasi yang sangat bagus, cocok untuk komunitas gaming",5,Positif
Bagaimna caranya mendaftar kn aku mengapa selalu tidak bisaa😭,1,Negatif
Bagus tapi kadang sangat lambat ngelag dan tombolnya tidak bisa di klik tolong di perbaiki,3,Netral
"Sering ngebug, sering gak bisa kirim pesan. Apk busuk",1,Negatif
Sekarang discord sudah tidak bisa connect ke Instagram lagi,1,Negatif
"Aplikasi gatel , saya sudah login tiba2 email salah password salah , kntol",1,Negatif
Tidak ada pengaturan pemilihan output dan input suara. Tidak seperti versi destkop,1,Negatif
Aplikasi tolol gk ada bahasa Indonesia anjg,1,Negatif
Tidak bisa login kembali ke dalam discord mau masuk discord selalu gagal pw dan email sudah benar tapi tidak bisa masuk kedalam discord,1,Negatif
Padahal kata sandi untuk login ke akun lama benar malah salah apk tolol,1,Negatif
"saya kasih bintang 2 karena saya kecewa kenapa discord banyak sekali bug, terutama bug sandi, bug itu aneh sekali padahal saya sudah benar memasukan sandi tapi salah "" pasword does not match"" sangat aneh, tolong di perbaiki lagi, saya sudah nyaman dengan apk ini, semoga developer membaca ini",2,Negatif
Ini kenapa ya internet saya bagus tapi pas buka discord menghubungkan terus,2,Negatif
Bagus bangt aku suka sama aplikasi ini kasih bintang 5 ya 🥰,5,Positif
"Saya SELALU MENGALAMI GAGAL LOG IN masalah di CAPTHA, tidak mungkin saya salah membedakan antara MOBIL DAN SEPEDAH dan selalu bertanda merah ( try again) mohon segera di perbaiki!!!!!!!!!!! PEKERJAAN SAYA TERHAMBAT",4,Positif
Aplikasi sering keluar sendiri,1,Negatif
Pas masuk gabisa buka server kadang2,1,Negatif
"Ini discord knp y,, pdhl password nya bener malah invalid,, Udh di benerin sama ortu ku ttep g bisa,, pdhl dlu bisa lho. Mau buat akun baru malah dikunci. Ya gimana ga kesel.",2,Negatif
Ini ada buk saya di sini udh mau kelar tapi malah ada tulisan anda tidak bisa masuk hari ini,1,Negatif
"Kocak,tolong dc knp gw pen verifikasi malah gagal mulu padahal no ver nya bener,tolong lebih perhatiin lagi bug update dc",1,Negatif
"Apk ini bagus banget,cocok buat mabar bareng temen",5,Positif
instagram connection suka gak ada,1,Negatif
"aplikasi yang bagus, memiliki fitur nya yang banyak, dan bisa juga sebagai media seperti komunitas dan game.",5,Positif
Plis gw kena tipu sory rating jelek niat mau ikut turnamen brisia jordi eh adminnya malah linglung lenyap deh duit gua ama yang lain,1,Negatif
Ui baru membuat saya kesulitan dan banyak fitur yang hilang,1,Negatif
Udah kenal discord dari lama dan menurutku harusnya bisa jadi lebih baik karena ya gk tau mau nulis apa,4,Positif
kenapa setiap saya ingin memverifikasi email saya tetapi tidak bisa? saya sudah membuat akun baru pun tetap tidak bisa. kenapa? itu benar benar membuat ku muak dengan aplikasi ini,1,Negatif
"Sering tidak dapat notifikasi baik dari personal maupun group padahal notifikasi sudah di set ""only @mention"". Saya jadi kurang nyaman apalagi discord ini saya pakai untuk bekerja, terkadang tidak dapat notifikasi dari mentor maupun di group kerja.",2,Negatif
Saya sangat suka tapi saya merasa ada yang kurang,4,Positif
Aplikasi yang bagus untuk kita dalam bermain game agar saling berhubungan dengan bertelepon,4,Positif
"Sering crash, berhenti sendiri dan not responding",1,Negatif
Saya benar-benar kesal proses verifikasi tidak berjalan saya baru mengganti perangkat ini benar-benar tidak berjalan membuang-buang waktu saya,1,Negatif
saya verify nomor pas di masukin kode nya dah bener trus pencet verify malah stuck,1,Negatif
aplikasi keren tapi isinya sirkel semua fak,5,Positif
"Bisa ketemu temen"" baru dan ngobrol sama banyak orang very very good aplikasi",5,Positif
Aplikasi Verry good walau kadang reconnect untuk mabar bersama kawan dan touring 👍🏻,5,Positif
Update terbaru gak bisa share screen :) padahal butuh bgt buat sharescreen,3,Netral
selama saya menggunakan dc sering kali audio output tidak bisa keluar menyebabkan saya tidak bisa mendengar suara teman saya,3,Netral
Apa hubungannya Iven Lord mobal sama ini.. gue download ini karna kejar permatanya.. gue kasi dulu bintang satu kalau di kasih permata banyak baru sy kasih bintang lima,1,Negatif
Selalu ga bisa login ada new location has detected giliran buka gmail baru masuk link malah expired malah suruh login giliran mau ganti password lagi isi baru di tolak di bilang invalid token,1,Negatif
apk ini membuat saya kesal dan saya tidak bisa masuk lagi karna sudah register padahal saya tidak pernah,1,Negatif
Cari temen Mabar jadi lebih mudah🥰,5,Positif
Kalo ada bahasa Indonesia nanti aku kasih bintang 5,3,Netral
baru download udah update aja tapi fiturnya keren sih...,3,Netral
Gw gk bisa save role karena title rolenya nembus ke layar hp kiri jadi gimana sih,2,Negatif
"Saya ingin log in ke akun tapi ga bisa aku sudah pakai dua cara nomor dan email kalau email bilangnya ""invalid token"" kalo pake nomor tidak terkirim aku sudah mencoba ulang semalaman",2,Negatif
Sangat membantu saya untuk mengobrol sama teman,5,Positif
Discord sangat bagus untuk tempat berkomunikasi & bermain,5,Positif
Aplikasi terlalu berat untuk perangkat berukuran RAM-2GB,1,Negatif
berkali kali verification nomer kok salah mulu kodenya dari dulu juga gitu males dah,1,Negatif
Tingkatkan terus dev aplikasi nya👍,5,Positif
"Update terbaru (per saat saya post), membuat saya cukup bingung menggunakan discord, karena perombakan UI yang cukup masif. Mungkin dalam wakt dekat saya akan terbiasa. TAPI sekedar saran, jika ingin update dan ganti UI, jangan sekali masif, dikit2 dulu agar pengguna tidak ""shock"". Sekian",3,Netral
